fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0048484848484848485,0.9604304432868958
0.0,0.007272727272727273,0.9566167593002319
0.0,0.009696969696969697,0.9538835287094116
0.0,0.020606060606060607,0.9204697608947754
0.0,0.030303030303030304,0.9156598448753357
0.0,0.03393939393939394,0.9143075346946716
0.0,0.03515151515151515,0.9133275747299194
0.0,0.04,0.9091617465019226
0.0,0.04242424242424243,0.9048534631729126
0.0,0.04727272727272727,0.8992025852203369
0.0,0.05090909090909091,0.8949922323226929
0.0,0.05333333333333334,0.8942440152168274
0.0,0.055757575757575756,0.8880410194396973
0.0,0.05818181818181818,0.8792845606803894
0.0,0.059393939393939395,0.8751068711280823
0.0,0.07636363636363637,0.8725298047065735
0.0,0.08,0.8634990453720093
0.0,0.08484848484848485,0.8473126888275146
0.0,0.08969696969696969,0.839335024356842
0.0,0.09454545454545454,0.8316318392753601
0.0,0.09696969696969697,0.8272911906242371
0.0,0.10181818181818182,0.8239627480506897
0.0,0.10666666666666667,0.8114261627197266
0.0017094017094017094,0.11393939393939394,0.8087747693061829
0.0017094017094017094,0.11878787878787879,0.7965497374534607
0.0017094017094017094,0.12242424242424242,0.790116548538208
0.003418803418803419,0.16,0.7865986824035645
0.003418803418803419,0.16727272727272727,0.7817146182060242
0.003418803418803419,0.1684848484848485,0.7817049026489258
0.008547008547008548,0.2206060606060606,0.7756657600402832
0.008547008547008548,0.22181818181818183,0.7738210558891296
0.015384615384615385,0.2387878787878788,0.7726261019706726
0.015384615384615385,0.24,0.771465539932251
0.015384615384615385,0.24363636363636362,0.7658584117889404
0.015384615384615385,0.24606060606060606,0.7624312043190002
0.017094017094017096,0.2509090909090909,0.7619573473930359
0.018803418803418803,0.27515151515151515,0.76119464635849
0.02564102564102564,0.28,0.754194974899292
0.02564102564102564,0.2824242424242424,0.7500426173210144
0.02564102564102564,0.2909090909090909,0.7418323755264282
0.02564102564102564,0.29333333333333333,0.739606499671936
0.02564102564102564,0.2957575757575758,0.7387081980705261
0.02564102564102564,0.296969696969697,0.7362552881240845
0.02905982905982906,0.31757575757575757,0.7293950319290161
0.03076923076923077,0.3187878787878788,0.7275839447975159
0.046153846153846156,0.3466666666666667,0.7147979736328125
0.05128205128205128,0.35515151515151516,0.7143617272377014
0.05128205128205128,0.3563636363636364,0.7142130136489868
0.05299145299145299,0.35878787878787877,0.7047610282897949
0.05299145299145299,0.36,0.6998507380485535
0.05811965811965812,0.37212121212121213,0.6843685507774353
0.05811965811965812,0.37333333333333335,0.6745177507400513
0.06153846153846154,0.37575757575757573,0.6742408275604248
0.06153846153846154,0.38303030303030305,0.6645100116729736
0.07179487179487179,0.39515151515151514,0.6618825197219849
0.07179487179487179,0.3987878787878788,0.6610950231552124
0.07521367521367521,0.4,0.660322368144989
0.07521367521367521,0.4024242424242424,0.6512170433998108
0.07521367521367521,0.4036363636363636,0.6504061222076416
0.08205128205128205,0.416969696969697,0.6437617540359497
0.08717948717948718,0.42424242424242425,0.6430971622467041
0.0905982905982906,0.4266666666666667,0.6349706053733826
0.09230769230769231,0.4303030303030303,0.6298931241035461
0.09572649572649573,0.4303030303030303,0.6282865405082703
0.09572649572649573,0.43272727272727274,0.6276541948318481
0.10085470085470086,0.44363636363636366,0.6275124549865723
0.10256410256410256,0.4533333333333333,0.6033236384391785
0.10256410256410256,0.45575757575757575,0.6003050208091736
0.10427350427350428,0.45575757575757575,0.5987732410430908
0.10598290598290598,0.4593939393939394,0.5888398885726929
0.10598290598290598,0.4618181818181818,0.5820959806442261
0.10598290598290598,0.46424242424242423,0.5644862055778503
0.1094017094017094,0.46545454545454545,0.5623425841331482
0.1094017094017094,0.4666666666666667,0.5547148585319519
0.1094017094017094,0.4703030303030303,0.5535297393798828
0.1111111111111111,0.47393939393939394,0.5528782606124878
0.1111111111111111,0.4763636363636364,0.5515231490135193
0.11282051282051282,0.4775757575757576,0.5462383031845093
0.11282051282051282,0.48,0.5421013832092285
0.11794871794871795,0.4824242424242424,0.535309910774231
0.11794871794871795,0.48363636363636364,0.535216748714447
0.11965811965811966,0.48484848484848486,0.5331829786300659
0.12307692307692308,0.48727272727272725,0.5181409120559692
0.24273504273504273,0.6290909090909091,0.5179852247238159
0.24444444444444444,0.6290909090909091,0.5098108649253845
0.24444444444444444,0.6315151515151515,0.4981713593006134
0.24615384615384617,0.6327272727272727,0.49651575088500977
0.25811965811965815,0.6436363636363637,0.48994871973991394
0.26837606837606837,0.6545454545454545,0.48325538635253906
0.26837606837606837,0.6606060606060606,0.48309487104415894
0.2717948717948718,0.6642424242424242,0.48144128918647766
0.3247863247863248,0.7090909090909091,0.4806206226348877
0.3247863247863248,0.7103030303030303,0.47312188148498535
0.3316239316239316,0.7127272727272728,0.4715016782283783
0.3333333333333333,0.7127272727272728,0.46336060762405396
0.3333333333333333,0.7175757575757575,0.4484681785106659
0.335042735042735,0.72,0.4483092129230499
0.3452991452991453,0.7236363636363636,0.441474050283432
