feature,mean_abs_shap
quantity_ordered,0.4496076
is_lapsed_cert_op,0.40286198
complexity,0.16685458
is_bending_shift_b,0.124264896
is_supplier_c_thin_gauge,0.12340525
is_high_complexity,0.031232338
operator_id,0.02417033
machine_age_years,0.0052914154
std_labor_hrs,0.005164749
machine_type,0.005028326
shift_code,0.004993399
lot_cert_status,0.0028796778
machine_id,0.0
requires_welding,0.0
supplier,0.0
material_type,0.0
schedule_variance_hrs,0.0
