mean_predicted_probability,fraction_positive
0.17558350892209296,0.31343283582089554
0.24841750293008744,0.27741935483870966
0.3530426810041142,0.38164251207729466
0.45168083608150483,0.5083333333333333
0.548391305094473,0.5830388692579506
0.6493066685328345,0.6846473029045643
0.7450330786238936,0.8270676691729323
0.8351213778218916,0.9032258064516129
0.9319110919128765,1.0
