fpr,tpr,threshold
0.0,0.0,inf
0.0,0.00141643059490085,0.9912066450038907
0.0,0.07790368271954674,0.8949358946151112
0.0014204545454545455,0.07790368271954674,0.8843742642850294
0.0014204545454545455,0.08498583569405099,0.874675284315846
0.002840909090909091,0.08498583569405099,0.8713291832953114
0.002840909090909091,0.09490084985835694,0.8593357797417709
0.004261363636363636,0.09490084985835694,0.8568612112197691
0.004261363636363636,0.09915014164305949,0.8534253008217031
0.005681818181818182,0.09915014164305949,0.8520628691371378
0.005681818181818182,0.11614730878186968,0.8429673520610281
0.007102272727272727,0.11614730878186968,0.8400528415881157
0.007102272727272727,0.12606232294617564,0.8361261863814171
0.008522727272727272,0.12606232294617564,0.8355587222926492
0.008522727272727272,0.14447592067988668,0.8237837887080055
0.009943181818181818,0.14447592067988668,0.8235398087737159
0.009943181818181818,0.14730878186968838,0.8228895835132783
0.011363636363636364,0.14730878186968838,0.8217830329727958
0.011363636363636364,0.16855524079320114,0.8191571325563484
0.01278409090909091,0.16855524079320114,0.8187862576203769
0.01278409090909091,0.16997167138810199,0.8185594286534654
0.014204545454545454,0.16997167138810199,0.8182118223216801
0.014204545454545454,0.17988668555240794,0.8145267058843061
0.014204545454545454,0.18271954674220964,0.8142181443242172
0.014204545454545454,0.18980169971671387,0.8118775376099253
0.015625,0.18980169971671387,0.8112384084731724
0.015625,0.19121813031161472,0.8111556329569098
0.017045454545454544,0.19121813031161472,0.8102839088906154
0.017045454545454544,0.19688385269121814,0.8065292018138066
0.018465909090909092,0.19688385269121814,0.806440623765739
0.018465909090909092,0.20538243626062322,0.8029520197171657
0.02130681818181818,0.20538243626062322,0.8015912776187597
0.02130681818181818,0.21671388101983002,0.7956875451313052
0.022727272727272728,0.21671388101983002,0.7947739918955102
0.022727272727272728,0.22237960339943344,0.7915066532333495
0.024147727272727272,0.22237960339943344,0.7913372338176611
0.024147727272727272,0.22662889518413598,0.7900498215822618
0.02556818181818182,0.22662889518413598,0.7900341915613865
0.02556818181818182,0.24079320113314448,0.7856116685008538
0.026988636363636364,0.24079320113314448,0.7839069279532651
0.026988636363636364,0.24787535410764872,0.7802666944507103
0.028409090909090908,0.24787535410764872,0.7800197049666564
0.028409090909090908,0.254957507082153,0.7744494035200472
0.029829545454545456,0.254957507082153,0.7743425681717961
0.029829545454545456,0.2577903682719547,0.7721106299688607
0.03125,0.2577903682719547,0.7718282050438598
0.032670454545454544,0.25920679886685555,0.770655202120569
0.032670454545454544,0.26628895184135976,0.7687208266771021
0.03409090909090909,0.26628895184135976,0.76862184062511
0.03409090909090909,0.2747875354107649,0.7622361114338563
0.03551136363636364,0.2747875354107649,0.7616843677575498
0.03551136363636364,0.2776203966005666,0.7571759849056449
0.03835227272727273,0.2776203966005666,0.7554349304623297
0.03835227272727273,0.2804532577903683,0.754719905399327
0.03977272727272727,0.2804532577903683,0.7544649023654357
0.03977272727272727,0.28895184135977336,0.7528690845607966
0.041193181818181816,0.28895184135977336,0.752372603693341
0.041193181818181816,0.29036827195467424,0.751357054858252
0.04261363636363636,0.29036827195467424,0.7504983365756661
0.04261363636363636,0.29178470254957506,0.749550223134562
0.04403409090909091,0.29178470254957506,0.7488834569133996
0.04403409090909091,0.3002832861189802,0.7478668257294312
0.045454545454545456,0.3002832861189802,0.7472737634252574
0.045454545454545456,0.3045325779036827,0.744454353056138
0.046875,0.3045325779036827,0.7438256120932834
0.046875,0.3101983002832861,0.742620678407453
0.05113636363636364,0.3101983002832861,0.7416891354660834
0.05113636363636364,0.31586402266288954,0.7399669610973907
0.052556818181818184,0.31586402266288954,0.739826409750375
0.052556818181818184,0.32152974504249293,0.7386378950033469
0.05539772727272727,0.32152974504249293,0.7378360487737764
0.05539772727272727,0.3243626062322946,0.7361492115243692
0.056818181818181816,0.3243626062322946,0.7359928378229026
0.056818181818181816,0.32577903682719545,0.7356991666038097
0.05965909090909091,0.32577903682719545,0.7343210540618079
0.05965909090909091,0.3385269121813031,0.7287928339627578
0.0625,0.3385269121813031,0.7281544875265105
0.0625,0.34985835694050993,0.7234468175764316
0.06392045454545454,0.34985835694050993,0.7227733074127215
0.06392045454545454,0.35127478753541075,0.7226653743576943
0.06676136363636363,0.35127478753541075,0.7224495048942509
0.06676136363636363,0.35410764872521244,0.7191731054733141
0.06960227272727272,0.35410764872521244,0.7166047090333116
0.06960227272727272,0.35694050991501414,0.7164162766030502
0.07102272727272728,0.35694050991501414,0.7163896184362556
0.07102272727272728,0.3640226628895184,0.7141349256287404
0.07244318181818182,0.3640226628895184,0.7127987628830142
0.07244318181818182,0.3696883852691218,0.7079335848233818
0.07386363636363637,0.3696883852691218,0.7076295033788527
0.07386363636363637,0.37110481586402266,0.7067207740067317
0.07528409090909091,0.37110481586402266,0.7059743722880049
0.07528409090909091,0.37535410764872523,0.7034447367269716
0.07670454545454546,0.37535410764872523,0.7032752515562822
0.078125,0.37677053824362605,0.701956838631924
0.078125,0.386685552407932,0.6993913788131405
0.08096590909090909,0.386685552407932,0.6979576679079926
0.08096590909090909,0.3881019830028329,0.6978903964557177
0.08238636363636363,0.3881019830028329,0.6949415100054347
0.08238636363636363,0.3937677053824363,0.6920499561937679
0.08664772727272728,0.3937677053824363,0.6897592393655957
0.08664772727272728,0.3951841359773371,0.6884881657396269
0.08806818181818182,0.3951841359773371,0.6881854218786354
0.08806818181818182,0.39943342776203966,0.6874829155085329
0.08948863636363637,0.39943342776203966,0.6872901303395614
0.08948863636363637,0.40368271954674223,0.6849637994146843
0.09659090909090909,0.40368271954674223,0.6808649608538382
0.09659090909090909,0.40793201133144474,0.67695485121765
0.09801136363636363,0.40793201133144474,0.6768243796843911
0.09801136363636363,0.4093484419263456,0.6747970843636416
0.09943181818181818,0.4093484419263456,0.6728930049445834
0.09943181818181818,0.42209631728045327,0.658607056758219
0.10227272727272728,0.42209631728045327,0.6567222777598765
0.10227272727272728,0.4263456090651558,0.6503735368870411
0.10653409090909091,0.4263456090651558,0.6457037769845445
0.10653409090909091,0.42917847025495753,0.6434922635662543
0.10795454545454546,0.42917847025495753,0.6427804480630677
