mean_predicted_probability,fraction_positive
0.17869876878602164,0.2857142857142857
0.2435870646205667,0.2648401826484018
0.35420078219789447,0.3787878787878788
0.44716803719257486,0.4724137931034483
0.5531639023260637,0.5454545454545454
0.6438984203481388,0.7005988023952096
0.7502448388508388,0.7428571428571429
0.8402572781481641,0.8191489361702128
0.9399857991620114,1.0
