threshold,precision,recall
0.12725137174129486,0.5205673758865248,1.0
0.13798686861991882,0.5209368346344926,1.0
0.1555260717868805,0.5213068181818182,1.0
0.15737022459506989,0.5216773276474769,1.0
0.16044339537620544,0.5220483641536273,1.0
0.16215498745441437,0.5217081850533808,0.9986376021798365
0.16620220243930817,0.5213675213675214,0.997275204359673
0.16724950075149536,0.5217391304347826,0.997275204359673
0.17091664671897888,0.5221112696148359,0.997275204359673
0.172049880027771,0.5224839400428265,0.997275204359673
0.1727973222732544,0.5228571428571429,0.997275204359673
0.1731928288936615,0.5232308791994281,0.997275204359673
0.17527449131011963,0.5236051502145923,0.997275204359673
0.1763545274734497,0.5232641374373658,0.9959128065395095
0.1767696589231491,0.5229226361031518,0.9945504087193461
0.17719663679599762,0.5232974910394266,0.9945504087193461
0.17967401444911957,0.5236728837876614,0.9945504087193461
0.1801963895559311,0.5240488155061019,0.9945504087193461
0.18094728887081146,0.5237068965517241,0.9931880108991825
0.1824175864458084,0.5240833932422717,0.9931880108991825
0.18418337404727936,0.5244604316546763,0.9931880108991825
0.18559254705905914,0.5241180705543557,0.9918256130790191
0.18744981288909912,0.5237752161383286,0.9904632152588556
0.18757379055023193,0.5241528478731075,0.9904632152588556
0.18861150741577148,0.5238095238095238,0.989100817438692
0.19316785037517548,0.524187725631769,0.989100817438692
0.19369499385356903,0.5245664739884393,0.989100817438692
0.19485726952552795,0.5249457700650759,0.989100817438692
0.1956998109817505,0.5253256150506512,0.989100817438692
0.19781185686588287,0.5257060101375814,0.989100817438692
0.19814109802246094,0.5253623188405797,0.9877384196185286
0.19849061965942383,0.5257432922407542,0.9877384196185286
0.19876720011234283,0.5261248185776488,0.9877384196185286
0.19881398975849152,0.5257806826434277,0.9863760217983651
0.1996292918920517,0.5261627906976745,0.9863760217983651
0.2004537135362625,0.5265454545454545,0.9863760217983651
0.20046882331371307,0.5269286754002911,0.9863760217983651
0.20086628198623657,0.5273124544792426,0.9863760217983651
0.20089444518089294,0.5269679300291545,0.9850136239782016
0.20116230845451355,0.5266229029905178,0.9836512261580381
0.20145103335380554,0.5277777777777778,0.9836512261580381
0.2016471028327942,0.5281638624725676,0.9836512261580381
0.20265184342861176,0.528937728937729,0.9836512261580381
0.20275133848190308,0.5293255131964809,0.9836512261580381
0.20281173288822174,0.5297138664710198,0.9836512261580381
0.20351025462150574,0.5293685756240822,0.9822888283378747
0.20404179394245148,0.5290227773695811,0.9809264305177112
0.20493152737617493,0.5294117647058824,0.9809264305177112
0.20545992255210876,0.5301914580265096,0.9809264305177112
0.2056245058774948,0.5305821665438467,0.9809264305177112
0.2059810906648636,0.5302359882005899,0.9795640326975477
0.2076423019170761,0.5302806499261448,0.9782016348773842
0.20796187222003937,0.5299334811529933,0.9768392370572208
0.20842887461185455,0.5295857988165681,0.9754768392370572
0.20847350358963013,0.5303703703703704,0.9754768392370572
0.20921629667282104,0.530763528539659,0.9754768392370572
0.2096163034439087,0.5311572700296736,0.9754768392370572
0.20966358482837677,0.5315515961395694,0.9754768392370572
0.21065747737884521,0.5319465081723626,0.9754768392370572
0.21073651313781738,0.5323420074349442,0.9754768392370572
0.21097277104854584,0.5319940476190477,0.9741144414168937
0.21139805018901825,0.5323901712583767,0.9741144414168937
0.2114555388689041,0.5327868852459017,0.9741144414168937
0.21163786947727203,0.5331841909023117,0.9741144414168937
0.21169227361679077,0.5328358208955224,0.9727520435967303
0.21173368394374847,0.5332834704562454,0.9713896457765667
0.2131158411502838,0.5336826347305389,0.9713896457765667
0.2136005014181137,0.5340823970037453,0.9713896457765667
0.2140820026397705,0.5344827586206896,0.9713896457765667
0.21475344896316528,0.5348837209302325,0.9713896457765667
0.214920774102211,0.5352852852852853,0.9713896457765667
0.21495424211025238,0.535687453042825,0.9713896457765667
0.2149808555841446,0.5360902255639097,0.9713896457765667
0.21525150537490845,0.5364936042136945,0.9713896457765667
0.21657700836658478,0.5373021853805576,0.9713896457765667
0.21701744198799133,0.5369532428355958,0.9700272479564033
0.21743027865886688,0.5373584905660377,0.9700272479564033
0.21795879304409027,0.5377643504531722,0.9700272479564033
0.21812310814857483,0.5381708238851096,0.9700272479564033
0.21836276352405548,0.5385779122541604,0.9700272479564033
0.21893136203289032,0.538228614685844,0.9686648501362398
0.21918216347694397,0.5386363636363637,0.9686648501362398
0.21921923756599426,0.5382865807429871,0.9673024523160763
0.21950912475585938,0.5379362670713201,0.9659400544959128
0.22012823820114136,0.5383447228549735,0.9659400544959128
0.2202175259590149,0.5387537993920972,0.9659400544959128
0.2206638753414154,0.5395738203957382,0.9659400544959128
0.2207803577184677,0.53998476770754,0.9659400544959128
0.2212359756231308,0.5403963414634146,0.9659400544959128
0.22128134965896606,0.5408085430968727,0.9659400544959128
0.22173768281936646,0.5412213740458015,0.9659400544959128
0.2222168743610382,0.5412844036697247,0.9645776566757494
0.22223564982414246,0.541698546289212,0.9645776566757494
0.2228606790304184,0.5421133231240429,0.9645776566757494
0.2230372577905655,0.5417624521072797,0.9632152588555858
0.22322511672973633,0.5421779141104295,0.9632152588555858
