feature,mean_abs_shap
quantity_ordered,0.12081532152846865
complexity,0.0375391751070587
shift_code,0.01713569178981155
material_type,0.015786810685457064
machine_age_years,0.014651049351581307
std_labor_hrs,0.009104102082466196
operator_id,0.006822425449696174
supplier,0.005009075878041109
machine_id,0.002958170542845587
requires_welding,0.002776837186544704
machine_type,0.002483702215909594
lot_cert_status,0.0013299339570977805
schedule_variance_hrs,0.001180963908627952
