mean_predicted_probability,fraction_positive
0.17922822280118095,0.23684210526315788
0.25357882204205384,0.25287356321839083
0.3486615118079993,0.36893203883495146
0.45154877916862257,0.42748091603053434
0.5482702182625374,0.5076923076923077
0.6429111952665186,0.6589147286821705
0.750093823418132,0.8333333333333334
0.8405558888020503,0.8421052631578947
0.9116861609250861,1.0
