mean_predicted_probability,fraction_positive
0.17556898813280794,0.2361111111111111
0.24935519735338868,0.23118279569892472
0.35337721106927256,0.32644628099173556
0.45033836782210535,0.41245136186770426
0.549586345167721,0.4627450980392157
0.6401527711749077,0.615
0.749436945155047,0.7101449275362319
0.8426927533200992,0.7956989247311828
0.92868282728725,1.0
