feature,mean_abs_shap
quantity_ordered,0.5703416
is_supplier_c_thin_gauge,0.1719383
is_bending_shift_b,0.15220049
complexity,0.14376727
is_high_complexity,0.13135585
shift_code,0.076641425
operator_id,0.07055514
std_labor_hrs,0.06726329
material_type,0.06387356
supplier,0.046609778
machine_type,0.030502666
machine_age_years,0.027879123
schedule_variance_hrs,0.023275059
requires_welding,0.019549625
machine_id,0.015349331
lot_cert_status,0.014686615
is_lapsed_cert_op,0.013524614
