feature,mean_abs_shap
quantity_ordered,0.46637836
is_lapsed_cert_op,0.33270785
complexity,0.15577744
is_supplier_c_thin_gauge,0.1048874
is_bending_shift_b,0.08059476
operator_id,0.0516986
material_type,0.042611945
shift_code,0.04167781
machine_type,0.033266015
is_high_complexity,0.032124903
std_labor_hrs,0.028034544
machine_age_years,0.015296305
schedule_variance_hrs,0.015041656
supplier,0.014785596
machine_id,0.014123844
lot_cert_status,0.009126737
requires_welding,0.006888091
