threshold,precision,recall
0.11570930480957031,0.500709219858156,1.0
0.13534007966518402,0.5010645848119234,1.0
0.1467730700969696,0.5014204545454546,1.0
0.14712607860565186,0.501776830135039,1.0
0.15012288093566895,0.5021337126600285,1.0
0.155659481883049,0.502491103202847,1.0
0.15647397935390472,0.5028490028490028,1.0
0.15698903799057007,0.5032074126870991,1.0
0.157953143119812,0.5035663338088445,1.0
0.15894708037376404,0.5039257673090649,1.0
0.16045527160167694,0.5042857142857143,1.0
0.16106992959976196,0.5039313795568263,0.9985835694050992
0.1613961160182953,0.5042918454935622,0.9985835694050992
0.16158033907413483,0.5046528274874732,0.9985835694050992
0.1639217585325241,0.5050143266475645,0.9985835694050992
0.1649809628725052,0.5053763440860215,0.9985835694050992
0.16588649153709412,0.505738880918221,0.9985835694050992
0.16607704758644104,0.5061019382627423,0.9985835694050992
0.16611462831497192,0.5057471264367817,0.9971671388101983
0.16619113087654114,0.5064748201438849,0.9971671388101983
0.166212797164917,0.5068394528437725,0.9971671388101983
0.16629944741725922,0.5072046109510087,0.9971671388101983
0.16630570590496063,0.5075702956020187,0.9971671388101983
0.16808898746967316,0.5072150072150072,0.9957507082152974
0.16876423358917236,0.5075812274368231,0.9957507082152974
0.1698525995016098,0.5075921908893709,0.9943342776203966
0.17425636947155,0.507959479015919,0.9943342776203966
0.17427034676074982,0.5076031860970311,0.9929178470254958
0.17473527789115906,0.5079710144927536,0.9929178470254958
0.17480307817459106,0.508339376359681,0.9929178470254958
0.17553967237472534,0.5087082728592163,0.9929178470254958
0.17568165063858032,0.5090777051561365,0.9929178470254958
0.17638731002807617,0.5094476744186046,0.9929178470254958
0.17828072607517242,0.5098181818181818,0.9929178470254958
0.18077096343040466,0.5101892285298398,0.9929178470254958
0.18101002275943756,0.5102040816326531,0.9915014164305949
0.18103116750717163,0.5105762217359592,0.9915014164305949
0.18106436729431152,0.5109489051094891,0.9915014164305949
0.18373078107833862,0.5116959064327485,0.9915014164305949
0.1839832365512848,0.5120702267739575,0.9915014164305949
0.18623848259449005,0.5124450951683748,0.9915014164305949
0.18924503028392792,0.5128205128205128,0.9915014164305949
0.18986432254314423,0.5131964809384164,0.9915014164305949
0.19088302552700043,0.5135730007336757,0.9915014164305949
0.1916200816631317,0.5139500734214391,0.9915014164305949
0.19223462045192719,0.5143277002204262,0.9915014164305949
0.19240105152130127,0.5139705882352941,0.990084985835694
0.19242140650749207,0.5143487858719646,0.990084985835694
0.1927003264427185,0.5147275405007363,0.990084985835694
0.193023681640625,0.5151068533529846,0.990084985835694
0.19315053522586823,0.5154867256637168,0.990084985835694
0.19339191913604736,0.5151291512915129,0.9886685552407932
0.19378584623336792,0.5155096011816839,0.9886685552407932
0.19488096237182617,0.5151515151515151,0.9872521246458924
0.19525277614593506,0.514792899408284,0.9858356940509915
0.19638970494270325,0.5151739452257587,0.9858356940509915
0.19658492505550385,0.5155555555555555,0.9858356940509915
0.1969800442457199,0.5159377316530763,0.9858356940509915
0.1972801834344864,0.516320474777448,0.9858356940509915
0.19782637059688568,0.5167037861915368,0.9858356940509915
0.19795504212379456,0.5163447251114414,0.9844192634560907
0.19798655807971954,0.516728624535316,0.9844192634560907
0.19815939664840698,0.5171130952380952,0.9844192634560907
0.1984068602323532,0.5167535368577811,0.9830028328611898
0.19854655861854553,0.5171385991058122,0.9830028328611898
0.19873714447021484,0.517524235645041,0.9830028328611898
0.1991175413131714,0.5182972367438387,0.9830028328611898
0.20001286268234253,0.5186846038863976,0.9830028328611898
0.20015692710876465,0.5190725504861631,0.9830028328611898
0.2010686844587326,0.5194610778443114,0.9830028328611898
0.20136116445064545,0.52023988005997,0.9830028328611898
0.20156748592853546,0.5206301575393848,0.9830028328611898
0.20254991948604584,0.521021021021021,0.9830028328611898
0.20344756543636322,0.521412471825695,0.9830028328611898
0.20355501770973206,0.5218045112781955,0.9830028328611898
0.2035711407661438,0.5221971407072987,0.9830028328611898
0.20404759049415588,0.5225903614457831,0.9830028328611898
0.20508725941181183,0.5229841748304446,0.9830028328611898
0.20522953569889069,0.5233785822021116,0.9830028328611898
0.20611584186553955,0.5237735849056604,0.9830028328611898
0.20625506341457367,0.5241691842900302,0.9830028328611898
0.20644819736480713,0.5238095238095238,0.9815864022662889
0.20672626793384552,0.5242057488653555,0.9815864022662889
0.20705847442150116,0.5238455715367146,0.9801699716713881
0.2071269452571869,0.5242424242424243,0.9801699716713881
0.2073863297700882,0.5246398786959818,0.9801699716713881
0.20746992528438568,0.5250379362670713,0.9801699716713881
0.2075626701116562,0.524677296886864,0.9787535410764873
0.20778368413448334,0.5250759878419453,0.9787535410764873
0.21117372810840607,0.5247148288973384,0.9773371104815864
0.21166031062602997,0.5243531202435312,0.9759206798866855
0.21169240772724152,0.5247524752475248,0.9759206798866855
0.2127264440059662,0.5251524390243902,0.9759206798866855
0.2141982913017273,0.5255530129672006,0.9759206798866855
0.2142413854598999,0.5259541984732824,0.9759206798866855
0.2143986076116562,0.5263559969442322,0.9759206798866855
0.21440079808235168,0.5259938837920489,0.9745042492917847
0.21481873095035553,0.5263963274674828,0.9745042492917847
0.2159290313720703,0.5267993874425727,0.9745042492917847
0.21668675541877747,0.5272030651340996,0.9745042492917847
0.21732410788536072,0.5272448196469686,0.9730878186968839
0.21825943887233734,0.5276497695852534,0.9730878186968839
