feature,mean_abs_shap
quantity_ordered,0.15907222
complexity,0.0825491
is_bending_shift_b,0.048067383
material_type,0.032230627
is_high_complexity,0.024025934
shift_code,0.020719383
operator_id,0.014897956
supplier,0.014781773
machine_type,0.014185662
std_labor_hrs,0.011499633
machine_age_years,0.0048485124
requires_welding,0.0041721454
machine_id,0.0023986062
lot_cert_status,0.0023390746
schedule_variance_hrs,0.0022294372
