mean_predicted_probability,fraction_positive
0.365697649629222,0.2828282828282828
0.44985248023892355,0.36683417085427134
0.5449572598621881,0.5470249520153551
0.6525301695741929,0.6875
0.7538695089387877,0.8186813186813187
0.830022576824625,0.9420289855072463
0.9325495443572919,1.0
