fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0013623978201634877,0.9577479343965366
0.0,0.01907356948228883,0.898451804820411
0.0014792899408284023,0.01907356948228883,0.8971531512184384
0.0014792899408284023,0.031335149863760216,0.8825904755689435
0.0029585798816568047,0.031335149863760216,0.8820099557215734
0.0029585798816568047,0.0340599455040872,0.8804527431116425
0.004437869822485207,0.0340599455040872,0.8794967344391386
0.004437869822485207,0.039509536784741145,0.8760555663302766
0.005917159763313609,0.039509536784741145,0.8758482625992682
0.005917159763313609,0.06267029972752043,0.8637002604710273
0.0073964497041420114,0.06267029972752043,0.8606970458932346
0.0073964497041420114,0.0681198910081744,0.8583811405803731
0.008875739644970414,0.0681198910081744,0.8578960276272861
0.008875739644970414,0.07084468664850137,0.857066430761507
0.011834319526627219,0.07084468664850137,0.8570332026130001
0.011834319526627219,0.08310626702997276,0.8422049773819985
0.013313609467455622,0.08310626702997276,0.8420658803745826
0.013313609467455622,0.0994550408719346,0.830553959417626
0.014792899408284023,0.0994550408719346,0.8289120377764106
0.016272189349112426,0.1008174386920981,0.8287117623826947
0.016272189349112426,0.10217983651226158,0.8281923259970845
0.01775147928994083,0.10217983651226158,0.8277292295509334
0.01775147928994083,0.10899182561307902,0.8257163921862398
0.019230769230769232,0.10899182561307902,0.8236060809237805
0.019230769230769232,0.11989100817438691,0.8191261844354352
0.020710059171597635,0.11989100817438691,0.8179166308506169
0.020710059171597635,0.12125340599455041,0.8171086749404085
0.023668639053254437,0.12125340599455041,0.8145818562831397
0.023668639053254437,0.13487738419618528,0.8058291550333051
0.02514792899408284,0.13487738419618528,0.8056699368608495
0.02514792899408284,0.14713896457765668,0.7938226292925776
0.029585798816568046,0.14713896457765668,0.7920818422112521
0.029585798816568046,0.15803814713896458,0.7885677488925348
0.03106508875739645,0.15803814713896458,0.7874968857558597
0.03106508875739645,0.17302452316076294,0.7792054368671638
0.03254437869822485,0.17302452316076294,0.7782960666403167
0.03254437869822485,0.17574931880108993,0.7765873370924753
0.03698224852071006,0.17574931880108993,0.7745424476682328
0.03698224852071006,0.18528610354223432,0.7698659715337037
0.038461538461538464,0.18528610354223432,0.7690784432432377
0.038461538461538464,0.1880108991825613,0.7669671988927061
0.03994082840236687,0.1880108991825613,0.7668708322462441
0.03994082840236687,0.2016348773841962,0.7569954313098467
0.04142011834319527,0.2016348773841962,0.7557019131381952
0.04142011834319527,0.20708446866485014,0.7507642465395458
0.042899408284023666,0.20708446866485014,0.7496498661024407
