mean_predicted_probability,fraction_positive
0.1840879999101162,0.2
0.24822654483877882,0.20408163265306123
0.35270563108941255,0.3644067796610169
0.44616720090276774,0.4219269102990033
0.5469854063278919,0.5180180180180181
0.6504168535800691,0.6595744680851063
0.7507859964119761,0.8210526315789474
0.85104575412614,0.9571428571428572
0.9192779447351184,1.0
