mean_predicted_probability,fraction_positive
0.18279933012679053,0.2857142857142857
0.26066818330946584,0.30434782608695654
0.3562411847647708,0.3269230769230769
0.44987688208432414,0.4
0.5536897628751778,0.5945017182130584
0.6492405657961915,0.6206896551724138
0.7365167632489464,0.7987804878048781
0.8472674773585344,0.8571428571428571
0.9218405698501649,1.0
